Entity,Code,Year,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Spain,ESP,2001,18214,5.05760404,26.82088064,44.84621483
Spain,ESP,2005,19118,4.93552426,25.92335144,44.05252846
Spain,ESP,2003,18801,4.88555926,26.56969684,44.75941014
Spain,ESP,2004,19092,5.13316879,26.66748071,44.72058314
Spain,ESP,2007,19992,5.18786281,26.00475772,44.55184051
Spain,ESP,2006,19532,5.25791568,26.08547697,44.32216541
Spain,ESP,2010,20755,5.43257767,25.58985418,45.04824112
Spain,ESP,2008,20213,5.23213676,25.77870428,44.33318562
Spain,ESP,2009,20425,5.30611821,25.60245572,44.4703518
Spain,ESP,2011,21097,5.43861865,25.43028676,45.73860068
Spain,ESP,2013,21689,5.55531365,24.94884523,46.54967515
Spain,ESP,2012,21511,5.33837945,25.34364245,45.99669947
Spain,ESP,2014,21270,5.37351893,24.09297151,45.78611958
Sri Lanka,LKA,2000,495,0.42598967,3.08598388,2.63611949
Sri Lanka,LKA,2001,536,0.4749331,3.32170519,2.83421982
Sri Lanka,LKA,2002,492,0.43982371,2.94123582,2.58098604
Sri Lanka,LKA,2004,708,0.61610756,4.03423639,3.65190289
Sri Lanka,LKA,2006,760,0.64699022,4.14004527,3.85865699
Sri Lanka,LKA,2005,717,0.54278295,3.96374843,3.66845966
Sri Lanka,LKA,2003,574,0.49699121,3.32102771,2.98584527
Sri Lanka,LKA,2009,1031,0.80688079,5.2368062,5.1233612
Sri Lanka,LKA,2007,912,0.76643808,4.84741264,4.59630066
Sri Lanka,LKA,2010,992,0.76110391,4.93907044,4.89592773
Sri Lanka,LKA,2013,1233,0.96946919,5.5086043,5.96717444
Sri Lanka,LKA,2011,1220,0.9903964,5.84840574,5.9808328
Sri Lanka,LKA,2012,1119,0.91167581,5.12707574,5.44986996
Sri Lanka,LKA,2014,1267,0.98841518,5.5182077,6.0947126
Suriname,SUR,2000,38,1.47744946,11.72573818,8.06881425
Suriname,SUR,2001,35,1.33587786,10.56995365,7.34400802
Suriname,SUR,2002,40,1.41944642,11.58695487,8.29471108
Suriname,SUR,2006,43,1.57914065,11.61038771,8.50988037
Suriname,SUR,2007,43,1.49617258,10.84236318,8.41189324
Suriname,SUR,2008,45,1.5141319,10.64627931,8.7019916
Suriname,SUR,2004,33,1.18364419,8.9685561,6.68450552
Suriname,SUR,2005,35,1.24466572,9.3566904,7.00751205
Suriname,SUR,2009,44,1.5675098,10.66599857,8.41121674
Suriname,SUR,2003,32,1.16533139,9.04123041,6.5581565
Suriname,SUR,2010,42,1.39906729,9.57528642,7.93754288
Suriname,SUR,2011,38,1.2713282,8.55476985,7.10042808
Suriname,SUR,2012,52,1.84724689,11.50976885,9.60747905
Suriname,SUR,2013,64,2.03368287,13.88593565,11.69396171
Suriname,SUR,2014,64,2.03174603,13.54578199,11.56752634
Sweden,SWE,2000,2986,3.19303649,18.64136473,33.65533198
Sweden,SWE,2001,3150,3.35792257,19.27992743,35.40866717
Sweden,SWE,2002,3124,3.28596523,18.91522003,35.00296584
Sweden,SWE,2003,3149,3.38591228,18.96613651,35.15203731
Sweden,SWE,2005,3505,3.81912285,20.3954806,38.81690074
Sweden,SWE,2004,3318,3.64299125,19.6783643,36.89318467
Sweden,SWE,2006,3482,3.81501244,19.71441301,38.34588706
Sweden,SWE,2007,3439,3.74537138,19.27511544,37.59253842
Sweden,SWE,2008,3555,3.88346333,19.56761144,38.55899765
Sweden,SWE,2010,3583,3.958285,18.85519141,38.20592728
Sweden,SWE,2009,3488,3.86794859,18.76217186,37.51136606
Sweden,SWE,2012,3582,3.89390151,18.0213766,37.62852078
Sweden,SWE,2011,3621,4.02597258,18.58937855,38.32065168
Sweden,SWE,2013,3631,4.01193304,17.9508781,37.82142548
Sweden,SWE,2014,3650,4.09826862,17.74775,37.64396431
Switzerland,CHE,2001,2777,4.53143612,23.33613884,38.2489027
Switzerland,CHE,2000,2825,4.51674794,24.02431124,39.1868989
Switzerland,CHE,2002,2708,4.38414713,22.04474185,37.02562794
Switzerland,CHE,2006,2934,4.86704378,22.19141004,39.20397491
Switzerland,CHE,2004,2795,4.64440013,22.27689044,37.82329444
Switzerland,CHE,2005,2909,4.75917806,22.75123007,39.11462454
Switzerland,CHE,2003,2797,4.43475503,22.61721518,38.11144894
Switzerland,CHE,2011,3187,5.13295431,21.59547229,40.27856031
Switzerland,CHE,2009,2961,4.74283609,21.08324971,38.23688324
Switzerland,CHE,2007,3013,4.93214818,22.56017071,39.90138148
Switzerland,CHE,2008,3053,4.98587363,22.27396744,39.92062425
Switzerland,CHE,2010,3149,5.02641702,21.80681598,40.24327436
Switzerland,CHE,2012,3092,4.81822573,20.52089161,38.66517125
Syrian Arab Republic,SYR,2000,464,0.76473012,6.46782143,2.82739807
Syrian Arab Republic,SYR,2001,313,0.59244397,4.31068523,1.86681097
Switzerland,CHE,2013,3169,4.8783116,20.44407059,39.17498641
Switzerland,CHE,2014,3199,5.00916023,20.20177213,38.98366098
Syrian Arab Republic,SYR,2003,469,0.93803752,6.06359607,2.69304758
Syrian Arab Republic,SYR,2002,390,0.66833465,5.17019747,2.2827533
Syrian Arab Republic,SYR,2005,458,0.80487848,5.30825477,2.49439361
Syrian Arab Republic,SYR,2006,461,0.80650805,5.22043171,2.41877202
Syrian Arab Republic,SYR,2010,691,1.03097398,6.75623596,3.23463575
Syrian Arab Republic,SYR,2004,437,0.81950305,5.4278317,2.45122442
Syrian Arab Republic,SYR,2007,513,0.88053553,5.66364033,2.58070955
Syrian Arab Republic,SYR,2008,711,1.06075073,7.3818638,3.44076022
Syrian Arab Republic,SYR,2009,664,1.04837691,6.49429654,3.13120804
Tajikistan,TJK,2000,116,0.44789374,3.73358897,1.87448482
Tajikistan,TJK,2004,187,0.69854315,5.60148353,2.78681796
Tajikistan,TJK,2001,120,0.44881625,3.79829616,1.90091271
Tajikistan,TJK,2003,179,0.66830944,5.53436866,2.72316861
Tajikistan,TJK,2002,149,0.5471906,4.69389217,2.31330216
Tajikistan,TJK,2005,174,0.60180542,5.07179002,2.56284833
Thailand,THA,2002,6877,1.80800496,12.06755268,10.99363554
Thailand,THA,2000,5486,1.50061682,9.66132207,8.71448731
Thailand,THA,2003,7607,1.98031401,12.59596224,11.78468752
Thailand,THA,2004,7629,1.93830159,12.1314738,11.73777199
Thailand,THA,2005,8023,2.02921791,12.30562524,12.26454815
Thailand,THA,2006,8019,2.05023445,11.89848267,12.18460872
Thailand,THA,2007,8368,2.12788681,13.56390941,13.29657179
Thailand,THA,2008,8563,2.1551518,13.60927754,13.54604521
Thailand,THA,2009,8945,2.27176334,13.84366986,14.09606209
Thailand,THA,2011,10203,2.46051077,14.76534531,15.89722799
Thailand,THA,2012,10652,2.56587521,14.92528068,16.5747666
Thailand,THA,2010,9310,2.26338399,13.98507485,14.61499393
Thailand,THA,2014,12085,2.7741814,15.56426105,18.60509851
Thailand,THA,2013,11669,2.73878399,15.68278156,18.05751299
Trinidad and Tobago,TTO,2000,98,1.03397341,9.22359981,7.73387271
Trinidad and Tobago,TTO,2001,111,1.13811135,10.23813207,8.72894045
Trinidad and Tobago,TTO,2006,116,1.20033113,9.16788285,8.90553302
Trinidad and Tobago,TTO,2007,123,1.27421527,9.43676337,9.40042845
Trinidad and Tobago,TTO,2004,111,1.12439222,9.25846425,8.6038308
Trinidad and Tobago,TTO,2002,105,1.09102244,9.35601333,8.221025
Trinidad and Tobago,TTO,2003,123,1.20517343,10.70709581,9.58273052
Trinidad and Tobago,TTO,2005,118,1.19372787,9.5886281,9.10141288
Trinidad and Tobago,TTO,2009,124,1.2792737,9.05201872,9.3873256
Trinidad and Tobago,TTO,2008,128,1.2233585,9.60092198,9.73796505
Trinidad and Tobago,TTO,2010,151,1.47763969,10.74858763,11.36922344
T?rkiye,TUR,2012,20299,6.32432618,28.67153705,27.00203103
Trinidad and Tobago,TTO,2011,132,1.3986014,8.99933962,9.87892332
Trinidad and Tobago,TTO,2012,140,1.45590682,9.28712292,10.41032288
T?rkiye,TUR,2010,18449,6.26449486,27.88899432,25.22348605
T?rkiye,TUR,2009,17304,6.14698193,27.29647983,24.02025364
T?rkiye,TUR,2014,22576,5.88525116,29.79780423,29.25038731
T?rkiye,TUR,2011,19351,6.19729767,28.19871109,26.07121262
T?rkiye,TUR,2013,22186,6.20530133,30.38090961,29.17114177
Turkmenistan,TKM,2000,206,0.79297867,7.93749772,4.56142456
Turkmenistan,TKM,2001,227,0.87848297,8.48614388,4.97361683
Turkmenistan,TKM,2004,160,0.59112573,5.75200406,3.40179372
Turkmenistan,TKM,2007,189,0.66232128,6.4033856,3.88079113
Turkmenistan,TKM,2003,157,0.57858854,5.72728538,3.37217926
Turkmenistan,TKM,2002,229,0.84033613,8.23019552,4.96745665
Turkmenistan,TKM,2010,231,0.81686057,7.23741732,4.5407967
Turkmenistan,TKM,2009,194,0.6990991,6.08448058,3.8738375
Turkmenistan,TKM,2012,200,0.68474391,5.72951771,3.79657928
Turkmenistan,TKM,2005,172,0.60979933,6.07456972,3.61751432
Turkmenistan,TKM,2006,177,0.63340968,6.04944618,3.67975029
Turkmenistan,TKM,2011,252,0.87345326,7.47369988,4.87042637
Turkmenistan,TKM,2014,271,0.85351642,7.43218397,4.9576242
Turkmenistan,TKM,2013,198,0.64896755,5.53511889,3.68963946
Ukraine,UKR,2000,18800,2.4799428,25.56504071,38.17537932
Ukraine,UKR,2002,17454,2.31206063,23.50750279,36.37290417
Ukraine,UKR,2001,17852,2.39318348,24.29378271,36.55930943
Ukraine,UKR,2004,16345,2.14709541,22.22740436,34.57702671
Ukraine,UKR,2006,15558,2.05225751,21.30993963,33.38094305
Ukraine,UKR,2005,15815,2.02247938,21.5792486,33.70284926
Ukraine,UKR,2007,15026,1.9696491,20.56068667,32.43324915
Ukraine,UKR,2003,16711,2.18328003,22.59316854,35.08311977
Ukraine,UKR,2011,14352,2.15953343,19.54455641,31.52502922
Ukraine,UKR,2010,14176,2.03026202,19.40781607,31.0262207
Ukraine,UKR,2008,14520,1.92455531,19.91274115,31.51189789
Ukraine,UKR,2009,14357,2.03144301,19.69421462,31.29729364
Ukraine,UKR,2012,15049,2.26935831,20.31387727,33.1380977
Ukraine,UKR,2014,13243,2.09443046,18.75476783,30.91878113
United Kingdom of Great Britain and Northern Ireland,GBR,2004,33053,5.65210477,30.48042449,55.23023638
United Kingdom of Great Britain and Northern Ireland,GBR,2000,33769,5.55077042,32.58081991,56.5607004
United Kingdom of Great Britain and Northern Ireland,GBR,2001,33523,5.54655663,32.02081335,56.76971915
United Kingdom of Great Britain and Northern Ireland,GBR,2002,33706,5.54333972,31.84467672,56.81728343
United Kingdom of Great Britain and Northern Ireland,GBR,2003,33424,5.46067948,30.95085811,56.12068674
United Kingdom of Great Britain and Northern Ireland,GBR,2005,33503,5.74701011,30.42782001,55.61736277
United Kingdom of Great Britain and Northern Ireland,GBR,2007,34600,6.02066864,30.46231879,56.74423708
United Kingdom of Great Britain and Northern Ireland,GBR,2006,34226,5.98122414,30.75624949,56.49034091
United Kingdom of Great Britain and Northern Ireland,GBR,2008,35311,6.09128562,30.56629967,57.52555216
United Kingdom of Great Britain and Northern Ireland,GBR,2009,35052,6.26356955,29.78601217,56.72583014
United Kingdom of Great Britain and Northern Ireland,GBR,2010,34926,6.21828631,29.27944928,56.09524029
United Kingdom of Great Britain and Northern Ireland,GBR,2012,35403,6.22170594,28.41808864,55.57331972
United Kingdom of Great Britain and Northern Ireland,GBR,2011,35226,6.37884078,28.86056025,56.07363988
United Kingdom of Great Britain and Northern Ireland,GBR,2013,35522,6.16211415,27.95785512,55.41164903
United Kingdom of Great Britain and Northern Ireland,GBR,2014,35960,6.30499999,27.68373922,55.66843361
United States of America,USA,2000,155521,6.47100652,40.01547542,55.26257789
United States of America,USA,2002,157713,6.45468769,38.94872858,54.69144076
United States of America,USA,2003,158086,6.45700179,38.30213999,54.36043159
United States of America,USA,2008,158656,6.41816452,34.70584178,52.27786248
United States of America,USA,2004,158091,6.59367747,37.63217278,53.83554937
United States of America,USA,2005,159292,6.50698096,37.07638013,53.74035386
United States of America,USA,2007,158762,6.54987118,35.38059307,52.6434297
United States of America,USA,2001,156058,6.45821824,39.3273577,54.79624502
United States of America,USA,2006,158665,6.53938365,36.23785237,52.99459031
United States of America,USA,2013,156252,6.0166508,30.10353363,49.38423967
United States of America,USA,2010,158329,6.41192927,32.88882668,51.23725583
United States of America,USA,2009,158165,6.48763876,33.77886031,51.63600807
United States of America,USA,2011,157017,6.24208395,31.81896491,50.39314481
United States of America,USA,2012,157499,6.19275353,31.14172531,50.15190791
United States of America,USA,2014,155610,5.92479948,29.22881882,48.8305565
Uruguay,URY,2000,1171,3.84501724,26.76529023,35.27388925
Uruguay,URY,2001,1194,3.82962345,26.72698488,35.9046668
Uruguay,URY,2002,1194,3.83737747,26.94780834,35.89854602
Uruguay,URY,2004,1124,3.49144224,24.76262002,33.84037699
Uruguay,URY,2007,1185,3.50768138,25.59477785,35.56690495
Uruguay,URY,2003,1218,3.73883415,27.35485051,36.64625949
Uruguay,URY,2006,1165,3.81017792,25.41492104,35.03336891
Uruguay,URY,2005,1172,3.68333386,25.75025619,35.28204412
Uruguay,URY,2010,1251,3.84072209,26.06957963,37.24017831
Uruguay,URY,2008,1239,3.98802626,26.51904861,37.093354
Uruguay,URY,2009,1241,4.00671553,25.70541914,37.0483593
Uruguay,URY,2013,1245,3.80757233,25.02045051,36.73169898
Uruguay,URY,2012,1190,3.56778797,24.13017579,35.21778054
Uruguay,URY,2014,1331,4.14357761,26.20874462,39.14203943
Uzbekistan,UZB,2000,1019,0.75148601,7.52738151,4.13380464
Uzbekistan,UZB,2001,978,0.73787931,7.08211702,3.91757345
Uzbekistan,UZB,2002,1051,0.76699653,7.49205947,4.15878025
Uzbekistan,UZB,2009,959,0.71776065,5.67113305,3.4536893
Uzbekistan,UZB,2003,1031,0.75846189,7.11217683,4.03243722
Uzbekistan,UZB,2005,1035,0.73620941,6.89953826,3.9553606
Uzbekistan,UZB,2004,915,0.69694638,6.14215428,3.53768305
Uzbekistan,UZB,2010,985,0.71166407,5.6169489,3.44858915
Uzbekistan,UZB,2012,1165,0.7980108,6.13572178,3.91275096
Uzbekistan,UZB,2011,1143,0.79788905,6.33278995,3.89578957
Uzbekistan,UZB,2014,1269,0.84735011,6.11839661,4.1258003
Uzbekistan,UZB,2013,1265,0.86838926,6.49985009,4.18276231
Venezuela (Bolivarian Republic of),VEN,2000,2106,1.98776758,14.30544583,8.70519666
Venezuela (Bolivarian Republic of),VEN,2002,2322,2.10530133,14.7062533,9.25084564
Venezuela (Bolivarian Republic of),VEN,2001,2262,2.04654024,14.9293947,9.17778415
Venezuela (Bolivarian Republic of),VEN,2003,2471,2.02767019,15.12638817,9.6706182
Venezuela (Bolivarian Republic of),VEN,2007,2958,2.32074628,15.67057971,10.85599801
Venezuela (Bolivarian Republic of),VEN,2008,3038,2.27308438,15.58367942,10.99297463
Venezuela (Bolivarian Republic of),VEN,2006,2750,2.26015632,15.0064167,10.24201166
Venezuela (Bolivarian Republic of),VEN,2009,3101,2.30158907,15.35316786,11.0627484
Venezuela (Bolivarian Republic of),VEN,2004,2605,2.22235493,15.34362756,10.02054346
Venezuela (Bolivarian Republic of),VEN,2005,2667,2.26423744,15.17017829,10.08987174
Venezuela (Bolivarian Republic of),VEN,2010,3250,2.34650263,15.53096495,11.42759092
Egypt,EGY,2007,2390,0.52779072,4.45156587,3.05501093
Venezuela (Bolivarian Republic of),VEN,2011,3267,2.2842959,14.9792129,11.30924346
Egypt,EGY,2004,2183,0.50303248,4.40842677,2.94315625
Egypt,EGY,2006,2342,0.52979593,4.51576266,3.04655705
Venezuela (Bolivarian Republic of),VEN,2012,3405,2.29932405,14.98695633,11.59708083
Venezuela (Bolivarian Republic of),VEN,2013,3413,2.27721583,14.49938502,11.46031166
Egypt,EGY,2005,2316,0.53656073,4.55195842,3.06659236
Venezuela (Bolivarian Republic of),VEN,2014,3608,2.22544333,14.89216147,12.00946591
Egypt,EGY,2008,2671,0.57270772,4.88758412,3.35400742
Jordan,JOR,2008,340,2.36851271,11.10059905,5.18571099
Jordan,JOR,2011,421,2.49230405,11.42393171,5.49404229
Jordan,JOR,2012,438,2.49473145,11.00686307,5.4141169
Jordan,JOR,2010,377,2.39654186,11.02072972,5.1917369
Guatemala,GTM,2013,354,0.46190582,3.91095887,2.26983955
Guatemala,GTM,2014,372,0.47810608,3.96529288,2.33620854
Jordan,JOR,2009,342,2.30971838,10.64047881,4.96136806
United Arab Emirates,ARE,2020,103,0.99449648,5.29299356,1.04141369
United Arab Emirates,ARE,2019,91,1.03432598,5.11091508,0.93137229
United Arab Emirates,ARE,2018,97,1.10428051,5.39858303,1.00716865
Argentina,ARG,2020,8725,2.31912795,15.15763684,19.30490227
Argentina,ARG,2019,9300,2.72146268,16.54935943,20.76788611
Argentina,ARG,2017,9512,2.78382618,17.64346315,21.64911053
Argentina,ARG,2016,9482,2.70823753,17.90557143,21.7934627
Argentina,ARG,2018,9273,2.75307803,16.8486133,20.90342563
Argentina,ARG,2015,9727,2.94233306,18.7522225,22.58132574
Armenia,ARM,2020,1250,3.45590268,29.06929809,42.18351313
Armenia,ARM,2019,1198,4.57513844,27.88447189,40.43906427
Armenia,ARM,2018,1020,3.96101122,24.13586655,34.35499011
Armenia,ARM,2017,1120,4.12903226,26.49120245,38.44937779
Armenia,ARM,2016,1170,4.14511443,28.21111621,39.09952132
Armenia,ARM,2021,1181,3.43433756,26.87178729,39.78940254
Antigua and Barbuda,ATG,2020,4,0.69686411,3.41176515,4.0845919
Antigua and Barbuda,ATG,2019,9,1.45631068,7.74421269,9.26707716
Antigua and Barbuda,ATG,2017,5,0.88809947,4.93075606,5.23966215
Antigua and Barbuda,ATG,2018,8,1.41342756,7.0801569,8.30858069
Armenia,ARM,2015,1242,4.45512591,30.04488456,41.33678228
Antigua and Barbuda,ATG,2016,9,1.66051661,8.87632936,9.52108921
Antigua and Barbuda,ATG,2015,2,0.37878788,1.92436235,2.13752859
Australia,AUS,2015,8470,5.32530242,20.63858838,35.56433397
Australia,AUS,2017,8265,5.13089525,18.80611101,33.60548149
Australia,AUS,2016,8411,5.30649069,19.76615317,34.76926268
Austria,AUT,2019,3991,4.78617514,21.80519131,44.95565656
Austria,AUT,2021,4073,4.42900328,21.28997463,45.5006524
Austria,AUT,2018,4053,4.82643644,22.67059579,45.86031196
Austria,AUT,2020,4047,4.4181705,21.49346792,45.38600817
Belgium,BEL,2017,5805,5.29334525,25.30653832,51.03221333
Belgium,BEL,2018,5861,5.29482442,24.89857708,51.29049727
Austria,AUT,2016,3949,4.89531295,23.10733308,45.1840693
Austria,AUT,2015,3889,4.68142477,23.05893749,45.06624297
Belgium,BEL,2015,6274,5.67572213,28.46754333,55.69050636
Belgium,BEL,2016,6299,5.82717374,27.82684886,55.48675378
Austria,AUT,2017,3874,4.65233578,22.10455461,44.04738881
Bulgaria,BGR,2020,3464,2.77708743,23.91312258,49.95662686
Bulgaria,BGR,2018,3340,3.07760352,23.73727259,47.54423358
Bulgaria,BGR,2017,3362,3.06218178,23.84746593,47.51307493
Bulgaria,BGR,2019,3480,3.21974779,24.3647003,49.88703382
Bosnia and Herzegovina,BIH,2020,1757,3.95480226,27.02978176,53.55370107
Bulgaria,BGR,2016,3354,3.11767987,23.95854075,47.05504711
Bulgaria,BGR,2015,3452,3.13484748,25.15372018,48.09145066
Bosnia and Herzegovina,BIH,2018,1822,4.82725731,29.00722346,54.81471453
Bosnia and Herzegovina,BIH,2017,1766,4.64993812,28.80328238,52.69243106
Bosnia and Herzegovina,BIH,2016,1746,4.7742747,29.78729901,49.72415341
Bosnia and Herzegovina,BIH,2019,1895,4.88037292,29.86382682,57.40684641
Brazil,BRA,2019,29354,2.17469094,12.05632653,13.96830911
Belize,BLZ,2016,19,1.05438402,8.54519028,5.15743757
Brazil,BRA,2020,28620,1.83835809,11.48877071,13.4644705
Belarus,BLR,2018,3122,2.6005181,19.58153603,32.92033879
Belize,BLZ,2015,26,1.46726862,11.6081604,7.20355301
Brazil,BRA,2018,28720,2.18117913,12.41916226,13.71083822
Brazil,BRA,2016,27270,2.08203858,12.69651973,13.22739434
Brazil,BRA,2017,27931,2.12781032,12.52746185,13.43910226
Brazil,BRA,2015,26498,2.09607056,12.80975944,12.95924622
Brunei Darussalam,BRN,2018,47,2.91563275,16.22379676,10.6238698
Brunei Darussalam,BRN,2019,59,3.35799659,20.38384978,13.61690342
Brunei Darussalam,BRN,2017,52,3.06603774,18.94384285,12.10710128
Canada,CAN,2016,20071,7.51123635,28.45763061,55.16595908
Canada,CAN,2017,20188,7.29627849,27.7054103,54.9601105
Brunei Darussalam,BRN,2015,52,3.36134454,21.25416986,12.53292907
Canada,CAN,2015,20089,7.59988348,29.44899209,55.76145854
Switzerland,CHE,2019,3236,4.7742697,17.92529561,37.73637712
Switzerland,CHE,2020,3198,4.1971258,16.97590547,36.95135386
Switzerland,CHE,2018,3321,4.95021464,19.07909092,39.00483526
Brunei Darussalam,BRN,2016,68,4.16666667,19.45209645,16.0878967
Switzerland,CHE,2017,3315,4.94990369,19.44635637,39.22222389
Switzerland,CHE,2016,3249,5.00123145,19.45886552,38.80172997
Chile,CHL,2020,3396,2.6916279,12.16910603,17.76503606
Colombia,COL,2020,4642,1.54294622,8.24964186,9.12290931
Chile,CHL,2015,3107,3.00695849,13.39381554,17.29055019
Chile,CHL,2017,3276,3.07929466,13.02685435,17.73644904
Chile,CHL,2018,3307,3.09655792,12.75979715,17.65695845
Switzerland,CHE,2015,3242,4.79543236,20.0004898,39.14325768
Chile,CHL,2019,3368,3.07136734,12.45405154,17.77117585
Chile,CHL,2016,3167,3.0444312,13.11951099,17.39243327
Colombia,COL,2019,4525,1.85181396,8.37179395,8.98897511
Colombia,COL,2015,4635,2.11188671,10.06063592,9.75365097
Colombia,COL,2018,4733,1.99761957,9.09266734,9.53060838
Colombia,COL,2017,4797,2.10742277,9.61373597,9.80784255
Costa Rica,CRI,2020,380,1.46176335,5.87341739,7.45958378
Colombia,COL,2016,4657,2.08761061,9.73213754,9.66682921
Costa Rica,CRI,2019,348,1.43257039,6.4164051,6.88018008
Costa Rica,CRI,2018,363,1.54428657,6.1121873,7.26081176
Costa Rica,CRI,2017,300,1.30667712,5.22842817,6.06066238
Costa Rica,CRI,2016,303,1.35606874,5.51729652,6.18450017
Costa Rica,CRI,2015,301,1.44969417,5.71815786,6.2089969
Cuba,CUB,2015,5523,5.54011897,29.94614529,48.76915501
Cuba,CUB,2019,5662,5.1902575,27.87897622,49.95816379
Cuba,CUB,2017,5721,5.34927863,29.40004874,50.4530545
Cuba,CUB,2020,5620,4.99782123,26.99756828,49.61764396
Cuba,CUB,2018,5627,5.29869298,28.4418202,49.62897775
Cuba,CUB,2016,5544,5.57813821,29.37265664,48.91000559
Cyprus,CYP,2020,316,4.83772198,20.05937914,35.26758162
Cyprus,CYP,2019,231,3.68891728,14.53590935,26.23265068
Cyprus,CYP,2018,265,4.55874763,17.44160698,30.25462982
Cyprus,CYP,2017,300,4.97265042,19.69290359,34.7127405
Cyprus,CYP,2016,257,4.69663743,17.24593166,30.24123563
Czechia,CZE,2021,4898,3.50129744,20.96447924,46.64384312
Czechia,CZE,2020,5304,4.10243718,22.89405928,49.5693754
Czechia,CZE,2018,5275,4.67144881,23.81453942,49.64037781
Cyprus,CYP,2015,235,3.99184644,16.77463184,27.87276262
Czechia,CZE,2019,5334,4.74715651,23.52149725,49.9937953
Czechia,CZE,2017,5463,4.90205755,25.22108577,51.58871134
Czechia,CZE,2016,5333,4.94941995,25.17355634,50.4766365
Germany,DEU,2020,44817,4.54730857,22.88904124,53.89193194
Czechia,CZE,2015,5261,4.73226413,25.37624876,49.90068237
Germany,DEU,2019,44881,4.77701379,23.19404807,54.01299812
Germany,DEU,2018,44879,4.69999183,23.73066605,54.13253324
Germany,DEU,2017,45072,4.83464053,24.12781585,54.52895504
Germany,DEU,2015,45259,4.89180718,24.9979902,55.40565271
Germany,DEU,2016,45805,5.02854872,24.88216087,55.62324268
Dominica,DMA,2020,11,1.57142857,,
Dominica,DMA,2018,4,0.69444444,,
Dominica,DMA,2019,12,1.98019802,,
Dominica,DMA,2015,9,1.36157337,,
Dominica,DMA,2017,4,0.6655574,,
Dominica,DMA,2016,14,2.16383308,,
Denmark,DNK,2018,3406,6.20853081,26.95035588,58.83656649
Denmark,DNK,2020,3380,6.21334951,25.41744813,58.02895885
Denmark,DNK,2019,3582,6.68695279,27.82057729,61.61534377
Denmark,DNK,2017,3689,6.96787111,29.95897303,64.04675118
Denmark,DNK,2015,3682,7.05039828,31.52899912,64.84280287
Denmark,DNK,2016,3669,6.98990284,30.6869388,64.10165695
Dominican Republic,DOM,2017,482,1.13299798,5.19704826,4.58475442
Dominican Republic,DOM,2016,488,1.16320645,5.48409562,4.69332714
Ecuador,ECU,2021,664,0.63089085,3.84221077,3.71188712
Dominican Republic,DOM,2018,552,1.19325551,5.77798067,5.19424745
Dominican Republic,DOM,2015,410,1.02671976,4.79482341,3.98767517
Ecuador,ECU,2020,750,0.64926071,4.48840908,4.25096471
Ecuador,ECU,2016,728,1.07842266,5.04693895,4.41449808
Ecuador,ECU,2019,910,1.23925862,5.63820774,5.23781342
Ecuador,ECU,2017,823,1.18849914,5.5490352,4.90308192
Ecuador,ECU,2015,711,1.09739157,5.11754601,4.38563486
Ecuador,ECU,2018,779,1.082215,5.02051261,4.55972651
Egypt,EGY,2019,3512,0.61551404,4.8149376,3.49842356
Egypt,EGY,2018,3799,0.67801995,5.3600003,3.8598467
Egypt,EGY,2017,3667,0.67012909,5.33591552,3.80226201
Spain,ESP,2017,22121,5.21078952,23.60895364,47.53843896
Egypt,EGY,2016,3575,0.6428145,5.36717539,3.78518877
Egypt,EGY,2015,3585,0.62469615,5.49689889,3.87808441
Spain,ESP,2021,22438,4.97799194,21.99542487,47.40625881
Spain,ESP,2020,21918,4.43885487,22.0083535,46.28377873
Spain,ESP,2019,22007,5.25599291,22.58060611,46.7186749
Spain,ESP,2018,22153,5.17931081,23.25370025,47.40757823
Spain,ESP,2016,22187,5.40341101,24.20106016,47.7648897
Spain,ESP,2015,21625,5.11751955,24.09330679,46.59541371
Estonia,EST,2021,603,3.28163265,20.86458653,45.5030807
Estonia,EST,2020,605,3.8569425,21.44908845,45.60754145
Estonia,EST,2019,645,4.24733307,22.72156235,48.65545001
Estonia,EST,2018,671,4.29962835,23.90079507,50.72113204
Estonia,EST,2017,639,4.13806502,22.80243963,48.43147212
Estonia,EST,2015,672,4.40858099,25.23043328,51.11789979
Estonia,EST,2016,666,4.32945459,24.32283605,50.61599899
Finland,FIN,2018,2267,4.15787833,17.31805898,41.10216163
Finland,FIN,2020,2282,4.11185989,16.59480011,41.26923701
Finland,FIN,2019,2345,4.34565064,17.19157506,42.46953173
Finland,FIN,2015,2234,4.27134718,18.23496276,40.75807836
Finland,FIN,2017,2263,4.21650829,17.6594939,41.08410104
France,FRA,2017,31022,5.24626426,24.42497267,47.79880362
France,FRA,2016,31533,5.44152769,25.39091856,48.76167037
France,FRA,2015,31783,5.48085761,26.20069437,49.31174868
United Kingdom of Great Britain and Northern Ireland,GBR,2017,35170,5.80316113,25.52964582,53.255418
United Kingdom of Great Britain and Northern Ireland,GBR,2019,34552,5.72603779,23.93826169,51.72702342
United Kingdom of Great Britain and Northern Ireland,GBR,2018,34599,5.62869088,25.33438041,53.59706412
United Kingdom of Great Britain and Northern Ireland,GBR,2020,33649,4.88512005,23.1738956,50.16358885
Finland,FIN,2016,2263,4.19353643,18.13722408,41.18062654
